station,split,year,s2,s1
ISMN_SNOTEL_Sharkstooth,oos,2016,22,4
ISMN_SNOTEL_Sharkstooth,oos,2017,31,79
ISMN_SNOTEL_Sharkstooth,oos,2018,76,89
ISMN_SNOTEL_Sharkstooth,oos,2019,65,90
ISMN_SNOTEL_Sharkstooth,oos,2020,41,48
ISMN_SNOTEL_SheepMtn.,oos,2016,16,2
ISMN_SNOTEL_SheepMtn.,oos,2017,27,56
ISMN_SNOTEL_SheepMtn.,oos,2018,62,42
ISMN_SNOTEL_SheepMtn.,oos,2019,66,48
ISMN_SNOTEL_SheepMtn.,oos,2020,73,59
ISMN_SNOTEL_SheepMtn.,oos,2021,66,55
ISMN_SNOTEL_SheepMtn.,oos,2022,72,30
ISMN_SNOTEL_SheepMtn.,oos,2023,64,28
ISMN_SNOTEL_SheepMtn.,oos,2024,57,28
ISMN_SNOTEL_SheepMtn.,oos,2025,73,50
ISMN_SNOTEL_Sheldon,train,2016,18,5
ISMN_SNOTEL_Sheldon,train,2017,29,79
ISMN_SNOTEL_Sheldon,train,2018,73,76
ISMN_SNOTEL_Sheldon,train,2019,82,109
ISMN_SNOTEL_Sheldon,train,2020,80,115
ISMN_SNOTEL_Sheldon,train,2021,89,118
ISMN_SNOTEL_Sheldon,train,2022,79,87
ISMN_SNOTEL_Sheldon,train,2023,21,32
ISMN_SNOTEL_Sherwin,val,2020,4,13
ISMN_SNOTEL_Sherwin,val,2021,29,70
ISMN_SNOTEL_Sherwin,val,2022,23,29
ISMN_SNOTEL_Sherwin,val,2023,21,29
ISMN_SNOTEL_Sherwin,val,2024,20,24
ISMN_SNOTEL_Sherwin,val,2025,34,62
ISMN_SNOTEL_Shuree,train,2019,25,35
ISMN_SNOTEL_Shuree,train,2020,43,55
ISMN_SNOTEL_Shuree,train,2021,41,58
ISMN_SNOTEL_Shuree,train,2022,40,39
ISMN_SNOTEL_Shuree,train,2023,40,60
ISMN_SNOTEL_Shuree,train,2024,35,52
ISMN_SNOTEL_Shuree,train,2025,53,65
ISMN_SNOTEL_Silvies,oos,2022,17,22
ISMN_SNOTEL_Silvies,oos,2023,63,84
ISMN_SNOTEL_Silvies,oos,2024,70,73
ISMN_SNOTEL_Silvies,oos,2025,90,129
ISMN_SNOTEL_Slumgullion,train,2017,7,16
ISMN_SNOTEL_Slumgullion,train,2018,35,77
ISMN_SNOTEL_Slumgullion,train,2019,37,80
ISMN_SNOTEL_Slumgullion,train,2020,42,85
ISMN_SNOTEL_Slumgullion,train,2021,36,89
ISMN_SNOTEL_Slumgullion,train,2022,42,36
ISMN_SNOTEL_Slumgullion,train,2023,42,57
ISMN_SNOTEL_Slumgullion,train,2024,33,61
ISMN_SNOTEL_Slumgullion,train,2025,48,85
ISMN_SNOTEL_SmithMorehouse,train,2016,4,5
ISMN_SNOTEL_SmithMorehouse,train,2017,14,80
ISMN_SNOTEL_SmithMorehouse,train,2018,34,59
ISMN_SNOTEL_SmithMorehouse,train,2019,39,66
ISMN_SNOTEL_SmithMorehouse,train,2020,28,89
ISMN_SNOTEL_SmithMorehouse,train,2021,40,85
ISMN_SNOTEL_SmithMorehouse,train,2022,40,58
ISMN_SNOTEL_SnakeRiverStation,val,2016,13,5
ISMN_SNOTEL_SnakeRiverStation,val,2017,23,104
ISMN_SNOTEL_SnakeRiverStation,val,2018,48,82
ISMN_SNOTEL_SnakeRiverStation,val,2019,48,96
ISMN_SNOTEL_SnakeRiverStation,val,2020,59,118
ISMN_SNOTEL_SnakeRiverStation,val,2021,61,113
ISMN_SNOTEL_SnakeRiverStation,val,2022,63,59
ISMN_SNOTEL_SnakeRiverStation,val,2023,57,57
ISMN_SNOTEL_SnakeRiverStation,val,2024,48,55
ISMN_SNOTEL_SnakeRiverStation,val,2025,63,101
ISMN_SNOTEL_Snowbird,train,2019,44,56
ISMN_SNOTEL_Snowbird,train,2020,74,120
ISMN_SNOTEL_Snowbird,train,2021,73,114
ISMN_SNOTEL_Snowbird,train,2022,78,59
ISMN_SNOTEL_Snowbird,train,2023,65,57
ISMN_SNOTEL_Snowbird,train,2024,62,53
ISMN_SNOTEL_Snowbird,train,2025,71,101
ISMN_SNOTEL_SomsenRanch,train,2016,19,2
ISMN_SNOTEL_SomsenRanch,train,2017,22,56
ISMN_SNOTEL_SomsenRanch,train,2018,54,42
ISMN_SNOTEL_SomsenRanch,train,2019,60,48
ISMN_SNOTEL_SomsenRanch,train,2020,65,59
ISMN_SNOTEL_SomsenRanch,train,2021,75,55
ISMN_SNOTEL_SomsenRanch,train,2022,71,30
ISMN_SNOTEL_SomsenRanch,train,2023,62,28
ISMN_SNOTEL_SomsenRanch,train,2024,58,28
ISMN_SNOTEL_SomsenRanch,train,2025,69,50
ISMN_SNOTEL_SonoraPass,val,2016,11,24
ISMN_SNOTEL_SonoraPass,val,2017,21,105
ISMN_SNOTEL_SonoraPass,val,2018,50,114
ISMN_SNOTEL_SonoraPass,val,2019,43,189
ISMN_SNOTEL_SonoraPass,val,2020,55,235
ISMN_SNOTEL_SonoraPass,val,2021,49,224
ISMN_SNOTEL_SonoraPass,val,2022,49,57
ISMN_SNOTEL_SonoraPass,val,2023,21,27
ISMN_SNOTEL_SourdoughGulch,train,2016,29,6
ISMN_SNOTEL_SourdoughGulch,train,2017,45,56
ISMN_SNOTEL_SourdoughGulch,train,2018,52,61
ISMN_SNOTEL_SourdoughGulch,train,2019,64,68
ISMN_SNOTEL_SourdoughGulch,train,2020,58,89
ISMN_SNOTEL_SourdoughGulch,train,2021,63,89
ISMN_SNOTEL_SourdoughGulch,train,2022,55,29
ISMN_SNOTEL_SourdoughGulch,train,2023,57,29
ISMN_SNOTEL_SourdoughGulch,train,2024,55,24
ISMN_SNOTEL_SourdoughGulch,train,2025,32,27
ISMN_SNOTEL_SouthBrushCreek,train,2017,17,35
ISMN_SNOTEL_SouthBrushCreek,train,2018,57,80
ISMN_SNOTEL_SouthBrushCreek,train,2019,62,81
ISMN_SNOTEL_SouthBrushCreek,train,2020,75,85
ISMN_SNOTEL_SouthBrushCreek,train,2021,55,91
ISMN_SNOTEL_SouthBrushCreek,train,2022,69,68
ISMN_SNOTEL_SouthBrushCreek,train,2023,64,83
ISMN_SNOTEL_SouthBrushCreek,train,2024,61,85
ISMN_SNOTEL_SouthBrushCreek,train,2025,70,92
ISMN_SNOTEL_SouthMtn.,val,2016,30,5
ISMN_SNOTEL_SouthMtn.,val,2017,41,79
ISMN_SNOTEL_SouthMtn.,val,2018,60,89
ISMN_SNOTEL_SouthMtn.,val,2019,57,94
ISMN_SNOTEL_SouthMtn.,val,2020,81,121
ISMN_SNOTEL_SouthMtn.,val,2021,51,118
ISMN_SNOTEL_SouthMtn.,val,2022,66,60
ISMN_SNOTEL_SouthMtn.,val,2023,59,58
ISMN_SNOTEL_SouthMtn.,val,2024,68,51
ISMN_SNOTEL_SouthMtn.,val,2025,86,79
ISMN_SNOTEL_SpiritLk,train,2016,14,10
ISMN_SNOTEL_SpiritLk,train,2017,28,52
ISMN_SNOTEL_SpiritLk,train,2018,65,44
ISMN_SNOTEL_SpiritLk,train,2019,66,48
ISMN_SNOTEL_SpiritLk,train,2020,71,59
ISMN_SNOTEL_SpiritLk,train,2021,62,57
ISMN_SNOTEL_SpiritLk,train,2022,69,29
ISMN_SNOTEL_SpiritLk,train,2023,51,30
ISMN_SNOTEL_SpiritLk,train,2024,69,26
ISMN_SNOTEL_SprattCreek,train,2016,23,12
ISMN_SNOTEL_SprattCreek,train,2017,39,111
ISMN_SNOTEL_SprattCreek,train,2018,82,114
ISMN_SNOTEL_SprattCreek,train,2019,86,189
ISMN_SNOTEL_SprattCreek,train,2020,99,235
ISMN_SNOTEL_SprattCreek,train,2021,53,123
ISMN_SNOTEL_SpringCreek,train,2019,0,5
ISMN_SNOTEL_SpringCreek,train,2020,40,74
ISMN_SNOTEL_SpringCreek,train,2021,44,74
ISMN_SNOTEL_SpringCreek,train,2022,35,47
ISMN_SNOTEL_SpringCreek,train,2023,36,52
ISMN_SNOTEL_SpringCreek,train,2024,30,47
ISMN_SNOTEL_SpringCreek,train,2025,32,79
ISMN_SNOTEL_StateLine,train,2021,22,92
ISMN_SNOTEL_StateLine,train,2022,45,117
ISMN_SNOTEL_StateLine,train,2023,36,112
ISMN_SNOTEL_StateLine,train,2024,40,105
ISMN_SNOTEL_StateLine,train,2025,9,25
ISMN_SNOTEL_SteelCreekPark,train,2016,3,5
ISMN_SNOTEL_SteelCreekPark,train,2017,11,53
ISMN_SNOTEL_SteelCreekPark,train,2018,34,30
ISMN_SNOTEL_SteelCreekPark,train,2019,32,37
ISMN_SNOTEL_SteelCreekPark,train,2020,28,59
ISMN_SNOTEL_SteelCreekPark,train,2021,38,56
ISMN_SNOTEL_SteelCreekPark,train,2022,35,29
ISMN_SNOTEL_SteelCreekPark,train,2023,26,29
ISMN_SNOTEL_SteelCreekPark,train,2024,32,26
ISMN_SNOTEL_SteelCreekPark,train,2025,38,51
ISMN_SNOTEL_StickneyMill,oos,2016,5,3
ISMN_SNOTEL_StickneyMill,oos,2017,27,41
ISMN_SNOTEL_StickneyMill,oos,2018,33,20
ISMN_SNOTEL_StickneyMill,oos,2019,31,55
ISMN_SNOTEL_StickneyMill,oos,2020,41,147
ISMN_SNOTEL_StickneyMill,oos,2021,38,155
ISMN_SNOTEL_StickneyMill,oos,2022,35,79
ISMN_SNOTEL_StickneyMill,oos,2023,34,86
ISMN_SNOTEL_StickneyMill,oos,2024,35,81
ISMN_SNOTEL_StickneyMill,oos,2025,41,129
ISMN_SNOTEL_StillwaterCreek,train,2020,6,8
ISMN_SNOTEL_StillwaterCreek,train,2021,35,61
ISMN_SNOTEL_StillwaterCreek,train,2022,33,39
ISMN_SNOTEL_StillwaterCreek,train,2023,40,57
ISMN_SNOTEL_StillwaterCreek,train,2024,40,58
ISMN_SNOTEL_StillwaterCreek,train,2025,38,62
ISMN_SNOTEL_StrawberryDivide,oos,2016,2,4
ISMN_SNOTEL_StrawberryDivide,oos,2017,15,103
ISMN_SNOTEL_StrawberryDivide,oos,2018,42,77
ISMN_SNOTEL_StrawberryDivide,oos,2019,41,94
ISMN_SNOTEL_StrawberryDivide,oos,2020,34,120
ISMN_SNOTEL_StrawberryDivide,oos,2021,41,114
ISMN_SNOTEL_StrawberryDivide,oos,2022,44,59
ISMN_SNOTEL_StrawberryDivide,oos,2023,36,57
ISMN_SNOTEL_StrawberryDivide,oos,2024,38,54
ISMN_SNOTEL_StrawberryDivide,oos,2025,45,101
ISMN_SNOTEL_SummitCreek,train,2016,2,5
ISMN_SNOTEL_SummitCreek,train,2017,10,40
ISMN_SNOTEL_SummitCreek,train,2018,28,60
ISMN_SNOTEL_SummitCreek,train,2019,36,70
ISMN_SNOTEL_SummitCreek,train,2020,36,74
ISMN_SNOTEL_SummitCreek,train,2021,27,53
ISMN_SNOTEL_SummitLk,train,2018,32,24
ISMN_SNOTEL_SummitLk,train,2019,74,108
ISMN_SNOTEL_SummitLk,train,2020,82,115
ISMN_SNOTEL_SummitLk,train,2021,83,120
ISMN_SNOTEL_SummitLk,train,2022,86,86
ISMN_SNOTEL_SummitLk,train,2023,68,85
ISMN_SNOTEL_SummitLk,train,2024,77,71
ISMN_SNOTEL_SummitLk,train,2025,100,109
ISMN_SNOTEL_SummitMeadow,train,2016,11,24
ISMN_SNOTEL_SummitMeadow,train,2017,19,114
ISMN_SNOTEL_SummitMeadow,train,2018,46,114
ISMN_SNOTEL_SummitMeadow,train,2019,48,189
ISMN_SNOTEL_SummitMeadow,train,2020,53,235
ISMN_SNOTEL_SummitMeadow,train,2021,50,231
ISMN_SNOTEL_SummitMeadow,train,2022,50,117
ISMN_SNOTEL_SummitMeadow,train,2023,48,115
ISMN_SNOTEL_SummitMeadow,train,2024,52,102
ISMN_SNOTEL_SummitMeadow,train,2025,55,185
ISMN_SNOTEL_SummitRanch,train,2016,17,5
ISMN_SNOTEL_SummitRanch,train,2017,24,52
ISMN_SNOTEL_SummitRanch,train,2018,40,49
ISMN_SNOTEL_SummitRanch,train,2019,33,51
ISMN_SNOTEL_SummitRanch,train,2020,38,56
ISMN_SNOTEL_SummitRanch,train,2021,21,36
ISMN_SNOTEL_SunflowerFlat,val,2016,8,11
ISMN_SNOTEL_SunflowerFlat,val,2017,14,89
ISMN_SNOTEL_SunflowerFlat,val,2018,37,49
ISMN_SNOTEL_SunflowerFlat,val,2019,40,65
ISMN_SNOTEL_SunflowerFlat,val,2020,37,90
ISMN_SNOTEL_SunflowerFlat,val,2021,34,85
ISMN_SNOTEL_SunflowerFlat,val,2022,38,29
ISMN_SNOTEL_SunflowerFlat,val,2023,36,29
ISMN_SNOTEL_SunflowerFlat,val,2024,28,26
ISMN_SNOTEL_SunflowerFlat,val,2025,36,62
ISMN_SNOTEL_Sunset,train,2016,2,3
ISMN_SNOTEL_Sunset,train,2017,10,69
ISMN_SNOTEL_Sunset,train,2018,19,81
ISMN_SNOTEL_Sunset,train,2019,18,96
ISMN_SNOTEL_Sunset,train,2020,23,119
ISMN_SNOTEL_Sunset,train,2021,20,83
ISMN_SNOTEL_SusitnaValleyHigh,train,2016,0,5
ISMN_SNOTEL_SusitnaValleyHigh,train,2017,0,40
ISMN_SNOTEL_SusitnaValleyHigh,train,2018,0,50
ISMN_SNOTEL_SusitnaValleyHigh,train,2019,0,43
ISMN_SNOTEL_SusitnaValleyHigh,train,2020,0,49
ISMN_SNOTEL_SusitnaValleyHigh,train,2021,0,51
ISMN_SNOTEL_SusitnaValleyHigh,train,2022,28,25
ISMN_SNOTEL_SusitnaValleyHigh,train,2023,55,25
ISMN_SNOTEL_SusitnaValleyHigh,train,2024,24,6
ISMN_SNOTEL_SuuRanch,train,2016,0,10
ISMN_SNOTEL_SuuRanch,train,2017,0,55
ISMN_SNOTEL_SuuRanch,train,2018,0,50
ISMN_SNOTEL_SuuRanch,train,2019,0,68
ISMN_SNOTEL_SuuRanch,train,2020,0,88
ISMN_SNOTEL_SuuRanch,train,2021,0,88
ISMN_SNOTEL_SuuRanch,train,2022,0,30
ISMN_SNOTEL_SuuRanch,train,2023,28,28
ISMN_SNOTEL_SuuRanch,train,2024,76,26
ISMN_SNOTEL_SuuRanch,train,2025,84,69
ISMN_SNOTEL_SwedePeak,train,2019,0,37
ISMN_SNOTEL_SwedePeak,train,2020,0,61
ISMN_SNOTEL_SwedePeak,train,2021,0,74
ISMN_SNOTEL_SwedePeak,train,2022,0,25
ISMN_SNOTEL_SwedePeak,train,2023,0,35
ISMN_SNOTEL_SwedePeak,train,2024,32,44
ISMN_SNOTEL_SwedePeak,train,2025,76,89
ISMN_SNOTEL_TahoeCityCross,train,2016,22,7
ISMN_SNOTEL_TahoeCityCross,train,2017,39,81
ISMN_SNOTEL_TahoeCityCross,train,2018,91,95
ISMN_SNOTEL_TahoeCityCross,train,2019,83,139
ISMN_SNOTEL_TahoeCityCross,train,2020,110,180
ISMN_SNOTEL_TahoeCityCross,train,2021,86,176
ISMN_SNOTEL_TahoeCityCross,train,2022,100,87
ISMN_SNOTEL_TahoeCityCross,train,2023,88,87
ISMN_SNOTEL_TahoeCityCross,train,2024,91,77
ISMN_SNOTEL_TahoeCityCross,train,2025,113,158
ISMN_SNOTEL_TakkaWiiya,train,2016,4,4
ISMN_SNOTEL_TakkaWiiya,train,2017,28,33
ISMN_SNOTEL_TakkaWiiya,train,2018,32,21
ISMN_SNOTEL_TakkaWiiya,train,2019,36,38
ISMN_SNOTEL_TakkaWiiya,train,2020,40,58
ISMN_SNOTEL_TakkaWiiya,train,2021,29,69
ISMN_SNOTEL_TakkaWiiya,train,2022,30,21
ISMN_SNOTEL_TakkaWiiya,train,2023,33,27
ISMN_SNOTEL_TakkaWiiya,train,2024,8,8
ISMN_SNOTEL_TaosPowderhorn,train,2016,17,1
ISMN_SNOTEL_TaosPowderhorn,train,2017,30,51
ISMN_SNOTEL_TaosPowderhorn,train,2018,89,48
ISMN_SNOTEL_TaosPowderhorn,train,2019,74,50
ISMN_SNOTEL_TaosPowderhorn,train,2020,88,55
ISMN_SNOTEL_TaosPowderhorn,train,2021,78,58
ISMN_SNOTEL_TaosPowderhorn,train,2022,65,39
ISMN_SNOTEL_TaosPowderhorn,train,2023,78,60
ISMN_SNOTEL_TaosPowderhorn,train,2024,75,52
ISMN_SNOTEL_TaosPowderhorn,train,2025,84,65
ISMN_SNOTEL_TaosPueblo,train,2021,9,16
ISMN_SNOTEL_TaosPueblo,train,2022,34,39
ISMN_SNOTEL_TaosPueblo,train,2023,41,60
ISMN_SNOTEL_TaosPueblo,train,2024,31,52
ISMN_SNOTEL_TaosPueblo,train,2025,10,14
ISMN_SNOTEL_TaylorCanyon,train,2019,22,41
ISMN_SNOTEL_TaylorCanyon,train,2020,37,87
ISMN_SNOTEL_TaylorCanyon,train,2021,36,99
ISMN_SNOTEL_TaylorCanyon,train,2022,43,31
ISMN_SNOTEL_TaylorCanyon,train,2023,11,11
ISMN_SNOTEL_TelaquanaLake,val,2016,1,2
ISMN_SNOTEL_TelaquanaLake,val,2017,18,40
ISMN_SNOTEL_TelaquanaLake,val,2018,49,53
ISMN_SNOTEL_TelaquanaLake,val,2019,52,70
ISMN_SNOTEL_TelaquanaLake,val,2020,63,81
ISMN_SNOTEL_TelaquanaLake,val,2021,52,83
ISMN_SNOTEL_TelaquanaLake,val,2022,47,49
ISMN_SNOTEL_TelaquanaLake,val,2023,41,51
ISMN_SNOTEL_TelaquanaLake,val,2024,46,50
ISMN_SNOTEL_TelaquanaLake,val,2025,51,85
ISMN_SNOTEL_TempleFork,train,2018,13,16
ISMN_SNOTEL_TempleFork,train,2019,71,76
ISMN_SNOTEL_TempleFork,train,2020,67,90
ISMN_SNOTEL_TempleFork,train,2021,65,84
ISMN_SNOTEL_TempleFork,train,2022,83,30
ISMN_SNOTEL_TempleFork,train,2023,63,28
ISMN_SNOTEL_TempleFork,train,2024,59,27
ISMN_SNOTEL_TempleFork,train,2025,66,72
ISMN_SNOTEL_ThaynesCanyon,train,2016,7,10
ISMN_SNOTEL_ThaynesCanyon,train,2017,11,103
ISMN_SNOTEL_ThaynesCanyon,train,2018,37,76
ISMN_SNOTEL_ThaynesCanyon,train,2019,43,94
ISMN_SNOTEL_ThaynesCanyon,train,2020,3,10
ISMN_SNOTEL_ThistleFlat,train,2016,8,11
ISMN_SNOTEL_ThistleFlat,train,2017,12,103
ISMN_SNOTEL_ThistleFlat,train,2018,34,77
ISMN_SNOTEL_ThistleFlat,train,2019,32,95
ISMN_SNOTEL_ThistleFlat,train,2020,34,120
ISMN_SNOTEL_ThistleFlat,train,2021,39,114
ISMN_SNOTEL_ThistleFlat,train,2022,36,59
ISMN_SNOTEL_ThistleFlat,train,2023,41,57
ISMN_SNOTEL_ThistleFlat,train,2024,32,54
ISMN_SNOTEL_ThistleFlat,train,2025,47,100
ISMN_SNOTEL_ThumbDivide,train,2016,12,5
ISMN_SNOTEL_ThumbDivide,train,2017,26,104
ISMN_SNOTEL_ThumbDivide,train,2018,47,82
ISMN_SNOTEL_ThumbDivide,train,2019,43,96
ISMN_SNOTEL_ThumbDivide,train,2020,52,118
ISMN_SNOTEL_ThumbDivide,train,2021,57,113
ISMN_SNOTEL_ThumbDivide,train,2022,61,59
ISMN_SNOTEL_ThumbDivide,train,2023,62,57
ISMN_SNOTEL_ThumbDivide,train,2024,50,55
ISMN_SNOTEL_ThumbDivide,train,2025,16,20
ISMN_SNOTEL_Timberline,train,2016,9,6
ISMN_SNOTEL_Timberline,train,2017,15,53
ISMN_SNOTEL_Timberline,train,2018,39,30
ISMN_SNOTEL_Timberline,train,2019,44,37
ISMN_SNOTEL_Timberline,train,2020,40,59
ISMN_SNOTEL_Timberline,train,2021,35,56
ISMN_SNOTEL_Timberline,train,2022,41,29
ISMN_SNOTEL_Timberline,train,2023,35,29
ISMN_SNOTEL_Timberline,train,2024,38,27
ISMN_SNOTEL_Timberline,train,2025,50,51
ISMN_SNOTEL_TimpanogosDivide,train,2016,8,9
ISMN_SNOTEL_TimpanogosDivide,train,2017,15,103
ISMN_SNOTEL_TimpanogosDivide,train,2018,37,77
ISMN_SNOTEL_TimpanogosDivide,train,2019,38,94
ISMN_SNOTEL_TimpanogosDivide,train,2020,36,120
ISMN_SNOTEL_TimpanogosDivide,train,2021,35,114
ISMN_SNOTEL_TimpanogosDivide,train,2022,41,59
ISMN_SNOTEL_TimpanogosDivide,train,2023,36,57
ISMN_SNOTEL_TimpanogosDivide,train,2024,36,54
ISMN_SNOTEL_TimpanogosDivide,train,2025,48,101
ISMN_SNOTEL_Tipton,oos,2022,42,30
ISMN_SNOTEL_Tipton,oos,2023,54,56
ISMN_SNOTEL_Tipton,oos,2024,63,51
ISMN_SNOTEL_Tipton,oos,2025,80,120
ISMN_SNOTEL_ToeJam,train,2016,8,10
ISMN_SNOTEL_ToeJam,train,2017,20,56
ISMN_SNOTEL_ToeJam,train,2018,57,60
ISMN_SNOTEL_ToeJam,train,2019,40,71
ISMN_SNOTEL_ToeJam,train,2020,57,87
ISMN_SNOTEL_ToeJam,train,2021,56,99
ISMN_SNOTEL_ToeJam,train,2022,49,31
ISMN_SNOTEL_ToeJam,train,2023,34,29
ISMN_SNOTEL_ToeJam,train,2024,22,16
ISMN_SNOTEL_Tok,train,2021,34,45
ISMN_SNOTEL_Tok,train,2022,32,30
ISMN_SNOTEL_Tok,train,2023,30,29
ISMN_SNOTEL_Tok,train,2024,31,23
ISMN_SNOTEL_Tok,train,2025,3,7
ISMN_SNOTEL_TokositnaValley,train,2017,12,35
ISMN_SNOTEL_TokositnaValley,train,2018,40,50
ISMN_SNOTEL_TokositnaValley,train,2019,35,43
ISMN_SNOTEL_TokositnaValley,train,2020,45,49
ISMN_SNOTEL_TokositnaValley,train,2021,47,52
ISMN_SNOTEL_TokositnaValley,train,2022,39,25
ISMN_SNOTEL_TokositnaValley,train,2023,39,25
ISMN_SNOTEL_TokositnaValley,train,2024,28,25
ISMN_SNOTEL_TokositnaValley,train,2025,28,55
ISMN_SNOTEL_TonyGroveLake,train,2016,20,7
ISMN_SNOTEL_TonyGroveLake,train,2017,29,79
ISMN_SNOTEL_TonyGroveLake,train,2018,67,60
ISMN_SNOTEL_TonyGroveLake,train,2019,73,76
ISMN_SNOTEL_TonyGroveLake,train,2020,78,90
ISMN_SNOTEL_TonyGroveLake,train,2021,74,84
ISMN_SNOTEL_TonyGroveLake,train,2022,84,30
ISMN_SNOTEL_TonyGroveLake,train,2023,61,28
ISMN_SNOTEL_TonyGroveLake,train,2024,65,27
ISMN_SNOTEL_TonyGroveLake,train,2025,70,72
ISMN_SNOTEL_TonyGroveRS,train,2016,20,7
ISMN_SNOTEL_TonyGroveRS,train,2017,28,79
ISMN_SNOTEL_TonyGroveRS,train,2018,65,60
ISMN_SNOTEL_TonyGroveRS,train,2019,73,76
ISMN_SNOTEL_TonyGroveRS,train,2020,16,39
ISMN_SNOTEL_Touchet,train,2016,20,3
ISMN_SNOTEL_Touchet,train,2017,39,77
ISMN_SNOTEL_Touchet,train,2018,51,90
ISMN_SNOTEL_Touchet,train,2019,53,88
ISMN_SNOTEL_Touchet,train,2020,43,75
ISMN_SNOTEL_TresRitos,train,2016,13,2
ISMN_SNOTEL_TresRitos,train,2017,21,51
ISMN_SNOTEL_TresRitos,train,2018,44,48
ISMN_SNOTEL_TresRitos,train,2019,44,50
ISMN_SNOTEL_TresRitos,train,2020,50,55
ISMN_SNOTEL_TresRitos,train,2021,41,58
ISMN_SNOTEL_TresRitos,train,2022,36,39
ISMN_SNOTEL_TresRitos,train,2023,39,60
ISMN_SNOTEL_TresRitos,train,2024,44,52
ISMN_SNOTEL_TresRitos,train,2025,49,65
ISMN_SNOTEL_TrialLake,train,2016,5,5
ISMN_SNOTEL_TrialLake,train,2017,11,80
ISMN_SNOTEL_TrialLake,train,2018,35,59
ISMN_SNOTEL_TrialLake,train,2019,39,66
ISMN_SNOTEL_TrialLake,train,2020,30,89
ISMN_SNOTEL_TrialLake,train,2021,38,85
ISMN_SNOTEL_TrialLake,train,2022,36,59
ISMN_SNOTEL_TrialLake,train,2023,2,5
ISMN_SNOTEL_TriplePeak,train,2016,2,2
ISMN_SNOTEL_TriplePeak,train,2017,11,104
ISMN_SNOTEL_TriplePeak,train,2018,34,83
ISMN_SNOTEL_TriplePeak,train,2019,29,96
ISMN_SNOTEL_TriplePeak,train,2020,38,118
ISMN_SNOTEL_TriplePeak,train,2021,35,113
ISMN_SNOTEL_TriplePeak,train,2022,34,59
ISMN_SNOTEL_TriplePeak,train,2023,34,57
ISMN_SNOTEL_TriplePeak,train,2024,31,55
ISMN_SNOTEL_TriplePeak,train,2025,7,9
ISMN_SNOTEL_Trough,train,2020,42,50
ISMN_SNOTEL_Trough,train,2021,61,86
ISMN_SNOTEL_Trough,train,2022,71,48
ISMN_SNOTEL_Trough,train,2023,56,49
ISMN_SNOTEL_TroutCreek,train,2016,15,10
ISMN_SNOTEL_TroutCreek,train,2017,29,76
ISMN_SNOTEL_TroutCreek,train,2018,69,56
ISMN_SNOTEL_TroutCreek,train,2019,64,66
ISMN_SNOTEL_TroutCreek,train,2020,75,88
ISMN_SNOTEL_TroutCreek,train,2021,68,83
ISMN_SNOTEL_TroutCreek,train,2022,75,29
ISMN_SNOTEL_TroutCreek,train,2023,61,30
ISMN_SNOTEL_TroutCreek,train,2024,65,26
ISMN_SNOTEL_TroutCreek,train,2025,82,73
ISMN_SNOTEL_Truckee#2,train,2016,19,5
ISMN_SNOTEL_Truckee#2,train,2017,44,53
ISMN_SNOTEL_Truckee#2,train,2018,84,63
ISMN_SNOTEL_Truckee#2,train,2019,77,98
ISMN_SNOTEL_Truckee#2,train,2020,106,119
ISMN_SNOTEL_Truckee#2,train,2021,91,117
ISMN_SNOTEL_Truckee#2,train,2022,102,58
ISMN_SNOTEL_Truckee#2,train,2023,85,58
ISMN_SNOTEL_Truckee#2,train,2024,92,54
ISMN_SNOTEL_Truckee#2,train,2025,16,14
ISMN_SNOTEL_UpperJoesValley,train,2016,7,11
ISMN_SNOTEL_UpperJoesValley,train,2017,11,103
ISMN_SNOTEL_UpperJoesValley,train,2018,35,77
ISMN_SNOTEL_UpperJoesValley,train,2019,36,95
ISMN_SNOTEL_UpperJoesValley,train,2020,15,55
ISMN_SNOTEL_UpperNomeCreek,train,2016,8,6
ISMN_SNOTEL_UpperNomeCreek,train,2017,9,40
ISMN_SNOTEL_UpperNomeCreek,train,2018,40,55
ISMN_SNOTEL_UpperNomeCreek,train,2019,29,44
ISMN_SNOTEL_UpperNomeCreek,train,2020,33,47
ISMN_SNOTEL_UpperRioGrande,val,2017,9,60
ISMN_SNOTEL_UpperRioGrande,val,2018,37,77
ISMN_SNOTEL_UpperRioGrande,val,2019,36,80
ISMN_SNOTEL_UpperRioGrande,val,2020,44,85
ISMN_SNOTEL_UpperRioGrande,val,2021,40,89
ISMN_SNOTEL_UpperRioGrande,val,2022,46,47
ISMN_SNOTEL_UpperRioGrande,val,2023,19,46
ISMN_SNOTEL_UpperSanJuan,oos,2016,9,6
ISMN_SNOTEL_UpperSanJuan,oos,2017,15,79
ISMN_SNOTEL_UpperSanJuan,oos,2018,39,77
ISMN_SNOTEL_UpperSanJuan,oos,2019,32,80
ISMN_SNOTEL_UpperSanJuan,oos,2020,43,85
ISMN_SNOTEL_UpperSanJuan,oos,2021,43,89
ISMN_SNOTEL_UpperSanJuan,oos,2022,39,47
ISMN_SNOTEL_UpperSanJuan,oos,2023,23,51
ISMN_SNOTEL_UpperTaylor,train,2016,9,7
ISMN_SNOTEL_UpperTaylor,train,2017,14,72
ISMN_SNOTEL_UpperTaylor,train,2018,36,54
ISMN_SNOTEL_UpperTaylor,train,2019,34,51
