station,split,year,s2,s1
ISMN_SCAN_StanleyFarm,train,2023,61,27
ISMN_SCAN_StanleyFarm,train,2024,58,21
ISMN_SCAN_StanleyFarm,train,2025,64,30
ISMN_SCAN_Starkville,oos,2016,17,11
ISMN_SCAN_Starkville,oos,2017,22,27
ISMN_SCAN_Starkville,oos,2018,48,28
ISMN_SCAN_Starkville,oos,2019,59,30
ISMN_SCAN_Starkville,oos,2020,34,26
ISMN_SCAN_Stephenville,train,2016,9,22
ISMN_SCAN_Stephenville,train,2017,11,21
ISMN_SCAN_Stephenville,train,2018,36,23
ISMN_SCAN_Stephenville,train,2019,33,29
ISMN_SCAN_Stephenville,train,2020,13,13
ISMN_SCAN_Stubblefield,train,2016,23,30
ISMN_SCAN_Stubblefield,train,2017,34,60
ISMN_SCAN_Stubblefield,train,2018,52,68
ISMN_SCAN_Stubblefield,train,2019,13,30
ISMN_SCAN_SudduthFarms,train,2016,6,17
ISMN_SCAN_SudduthFarms,train,2017,13,47
ISMN_SCAN_SudduthFarms,train,2018,20,49
ISMN_SCAN_SudduthFarms,train,2019,27,60
ISMN_SCAN_SudduthFarms,train,2020,33,59
ISMN_SCAN_SudduthFarms,train,2021,24,59
ISMN_SCAN_SudduthFarms,train,2022,34,58
ISMN_SCAN_SudduthFarms,train,2023,29,56
ISMN_SCAN_SudduthFarms,train,2024,22,38
ISMN_SCAN_SunleafNursery,oos,2016,12,29
ISMN_SCAN_SunleafNursery,oos,2017,18,59
ISMN_SCAN_SunleafNursery,oos,2018,42,55
ISMN_SCAN_SunleafNursery,oos,2019,40,58
ISMN_SCAN_SunleafNursery,oos,2020,19,25
ISMN_SCAN_TableMountain,train,2016,8,3
ISMN_SCAN_TableMountain,train,2017,11,80
ISMN_SCAN_TableMountain,train,2018,29,70
ISMN_SCAN_TableMountain,train,2019,20,77
ISMN_SCAN_TableMountain,train,2020,28,90
ISMN_SCAN_TableMountain,train,2021,32,85
ISMN_SCAN_TableMountain,train,2022,33,51
ISMN_SCAN_TableMountain,train,2023,34,55
ISMN_SCAN_TableMountain,train,2024,20,55
ISMN_SCAN_TableMountain,train,2025,3,12
ISMN_SCAN_TidewaterArec,train,2016,12,11
ISMN_SCAN_TidewaterArec,train,2017,15,28
ISMN_SCAN_TidewaterArec,train,2018,26,29
ISMN_SCAN_TidewaterArec,train,2019,20,11
ISMN_SCAN_TncFortBayou,train,2016,1,5
ISMN_SCAN_TncFortBayou,train,2017,20,53
ISMN_SCAN_TncFortBayou,train,2018,17,59
ISMN_SCAN_TncFortBayou,train,2019,26,57
ISMN_SCAN_TncFortBayou,train,2020,28,61
ISMN_SCAN_TncFortBayou,train,2021,9,23
ISMN_SCAN_Torrington#1,train,2016,10,20
ISMN_SCAN_Torrington#1,train,2017,31,57
ISMN_SCAN_Torrington#1,train,2018,81,57
ISMN_SCAN_Torrington#1,train,2019,72,66
ISMN_SCAN_Torrington#1,train,2020,79,86
ISMN_SCAN_Torrington#1,train,2021,73,86
ISMN_SCAN_Torrington#1,train,2022,79,53
ISMN_SCAN_Torrington#1,train,2023,84,57
ISMN_SCAN_Torrington#1,train,2024,81,56
ISMN_SCAN_Torrington#1,train,2025,14,14
ISMN_SCAN_TroughSprings,oos,2016,27,5
ISMN_SCAN_TroughSprings,oos,2017,44,45
ISMN_SCAN_TroughSprings,oos,2018,43,35
ISMN_SCAN_TuleValley,train,2016,17,10
ISMN_SCAN_TuleValley,train,2017,30,59
ISMN_SCAN_TuleValley,train,2018,39,50
ISMN_SCAN_TuleValley,train,2019,39,68
ISMN_SCAN_TuleValley,train,2020,55,88
ISMN_SCAN_TuleValley,train,2021,41,98
ISMN_SCAN_TuleValley,train,2022,46,51
ISMN_SCAN_TuleValley,train,2023,41,50
ISMN_SCAN_Tunica,train,2016,6,18
ISMN_SCAN_Tunica,train,2017,11,31
ISMN_SCAN_Tunica,train,2018,31,29
ISMN_SCAN_Tunica,train,2019,34,27
ISMN_SCAN_Tunica,train,2020,12,12
ISMN_SCAN_TwinPinesConservationArea,oos,2021,30,27
ISMN_SCAN_TwinPinesConservationArea,oos,2022,37,22
ISMN_SCAN_TwinPinesConservationArea,oos,2023,35,19
ISMN_SCAN_TwinPinesConservationArea,oos,2024,31,22
ISMN_SCAN_TwinPinesConservationArea,oos,2025,9,7
ISMN_SCAN_UWPlatteville,train,2016,5,17
ISMN_SCAN_UWPlatteville,train,2017,13,14
ISMN_SCAN_UWPlatteville,train,2018,29,0
ISMN_SCAN_UWPlatteville,train,2019,25,0
ISMN_SCAN_UWPlatteville,train,2020,32,10
ISMN_SCAN_UWPlatteville,train,2021,23,28
ISMN_SCAN_UWPlatteville,train,2022,24,28
ISMN_SCAN_UWPlatteville,train,2023,22,24
ISMN_SCAN_Uapb-Earle,oos,2016,6,11
ISMN_SCAN_Uapb-Earle,oos,2017,12,31
ISMN_SCAN_Uapb-Earle,oos,2018,29,29
ISMN_SCAN_Uapb-Earle,oos,2019,32,26
ISMN_SCAN_Uapb-Earle,oos,2020,30,26
ISMN_SCAN_Uapb-Earle,oos,2021,26,28
ISMN_SCAN_Uapb-Earle,oos,2022,36,22
ISMN_SCAN_Uapb-Earle,oos,2023,28,21
ISMN_SCAN_Uapb-Earle,oos,2024,23,23
ISMN_SCAN_Uapb-Earle,oos,2025,40,23
ISMN_SCAN_UapbCampus-PB,train,2021,23,47
ISMN_SCAN_UapbCampus-PB,train,2022,25,47
ISMN_SCAN_UapbCampus-PB,train,2023,25,46
ISMN_SCAN_UapbCampus-PB,train,2024,24,50
ISMN_SCAN_UapbCampus-PB,train,2025,32,47
ISMN_SCAN_UapbDewitt,train,2017,22,30
ISMN_SCAN_UapbDewitt,train,2018,61,29
ISMN_SCAN_UapbDewitt,train,2019,62,27
ISMN_SCAN_UapbDewitt,train,2020,61,26
ISMN_SCAN_UapbDewitt,train,2021,62,28
ISMN_SCAN_UapbDewitt,train,2022,56,15
ISMN_SCAN_UapbPointRemove,train,2021,17,13
ISMN_SCAN_UapbPointRemove,train,2022,30,25
ISMN_SCAN_UapbPointRemove,train,2023,37,25
ISMN_SCAN_UapbPointRemove,train,2024,32,27
ISMN_SCAN_UapbPointRemove,train,2025,44,25
ISMN_SCAN_Uvalde,train,2016,9,10
ISMN_SCAN_Uvalde,train,2017,13,43
ISMN_SCAN_Uvalde,train,2018,27,52
ISMN_SCAN_Uvalde,train,2019,32,60
ISMN_SCAN_Uvalde,train,2020,12,24
ISMN_SCAN_Vallecitos,train,2022,12,19
ISMN_SCAN_Vallecitos,train,2023,95,117
ISMN_SCAN_Vallecitos,train,2024,99,105
ISMN_SCAN_Vallecitos,train,2025,115,198
ISMN_SCAN_Vermillion,train,2016,12,5
ISMN_SCAN_Vermillion,train,2017,17,75
ISMN_SCAN_Vermillion,train,2018,48,65
ISMN_SCAN_Vermillion,train,2019,54,77
ISMN_SCAN_Vermillion,train,2020,52,91
ISMN_SCAN_Vermillion,train,2021,42,88
ISMN_SCAN_Vermillion,train,2022,47,59
ISMN_SCAN_Vermillion,train,2023,49,57
ISMN_SCAN_Vermillion,train,2024,46,53
ISMN_SCAN_Vermillion,train,2025,55,78
ISMN_SCAN_Vernon,oos,2016,19,26
ISMN_SCAN_Vernon,oos,2017,29,20
ISMN_SCAN_Vernon,oos,2018,79,23
ISMN_SCAN_Vernon,oos,2019,77,29
ISMN_SCAN_Vernon,oos,2020,80,31
ISMN_SCAN_Vernon,oos,2021,21,9
ISMN_SCAN_Violett,train,2016,14,7
ISMN_SCAN_Violett,train,2017,24,95
ISMN_SCAN_Violett,train,2018,68,94
ISMN_SCAN_Violett,train,2019,53,106
ISMN_SCAN_Violett,train,2020,70,119
ISMN_SCAN_Violett,train,2021,4,3
ISMN_SCAN_Wabeno#1,train,2016,8,18
ISMN_SCAN_Wabeno#1,train,2017,10,35
ISMN_SCAN_Wabeno#1,train,2018,25,54
ISMN_SCAN_Wabeno#1,train,2019,20,57
ISMN_SCAN_Wabeno#1,train,2020,17,62
ISMN_SCAN_Wabeno#1,train,2021,24,56
ISMN_SCAN_WaimeaPlain,train,2016,6,60
ISMN_SCAN_WaimeaPlain,train,2017,17,77
ISMN_SCAN_WaimeaPlain,train,2018,18,100
ISMN_SCAN_WaimeaPlain,train,2019,30,116
ISMN_SCAN_WaimeaPlain,train,2020,32,115
ISMN_SCAN_WaimeaPlain,train,2021,3,7
ISMN_SCAN_Wakulla#1,train,2017,7,10
ISMN_SCAN_Wakulla#1,train,2018,22,31
ISMN_SCAN_Wakulla#1,train,2019,28,29
ISMN_SCAN_Wakulla#1,train,2020,28,33
ISMN_SCAN_Wakulla#1,train,2021,24,27
ISMN_SCAN_Wakulla#1,train,2022,29,30
ISMN_SCAN_Wakulla#1,train,2023,18,30
ISMN_SCAN_Wakulla#1,train,2024,36,29
ISMN_SCAN_Wakulla#1,train,2025,7,6
ISMN_SCAN_WalnutGulch#1,oos,2016,34,6
ISMN_SCAN_WalnutGulch#1,oos,2017,57,77
ISMN_SCAN_WalnutGulch#1,oos,2018,94,64
ISMN_SCAN_WalnutGulch#1,oos,2019,102,76
ISMN_SCAN_WalnutGulch#1,oos,2020,111,89
ISMN_SCAN_WalnutGulch#1,oos,2021,93,85
ISMN_SCAN_WalnutGulch#1,oos,2022,104,51
ISMN_SCAN_WalnutGulch#1,oos,2023,112,57
ISMN_SCAN_WalnutGulch#1,oos,2024,51,24
ISMN_SCAN_Watkinsville#1,val,2021,14,22
ISMN_SCAN_Watkinsville#1,val,2022,28,56
ISMN_SCAN_Watkinsville#1,val,2023,27,53
ISMN_SCAN_Watkinsville#1,val,2024,30,51
ISMN_SCAN_Watkinsville#1,val,2025,44,52
ISMN_SCAN_WestSummit,train,2016,14,10
ISMN_SCAN_WestSummit,train,2017,20,80
ISMN_SCAN_WestSummit,train,2018,42,73
ISMN_SCAN_WestSummit,train,2019,37,77
ISMN_SCAN_WestSummit,train,2020,53,87
ISMN_SCAN_WestSummit,train,2021,41,84
ISMN_SCAN_WestSummit,train,2022,48,37
ISMN_SCAN_WestSummit,train,2023,10,23
ISMN_SCAN_WillowWells,train,2017,15,66
ISMN_SCAN_WillowWells,train,2018,36,66
ISMN_SCAN_WillowWells,train,2019,39,55
ISMN_SCAN_WillowWells,train,2020,50,75
ISMN_SCAN_WillowWells,train,2021,53,74
ISMN_SCAN_WillowWells,train,2022,52,52
ISMN_SCAN_WillowWells,train,2023,45,77
ISMN_SCAN_WillowWells,train,2024,47,74
ISMN_SCAN_WillowWells,train,2025,52,103
ISMN_SCAN_Wtars,train,2016,13,9
ISMN_SCAN_Wtars,train,2017,23,21
ISMN_SCAN_Wtars,train,2018,29,5
ISMN_SCAN_YoumansFarm,train,2016,9,25
ISMN_SCAN_YoumansFarm,train,2017,13,50
ISMN_SCAN_YoumansFarm,train,2018,23,55
ISMN_SCAN_YoumansFarm,train,2019,28,60
ISMN_SCAN_YoumansFarm,train,2020,31,56
ISMN_SCAN_YoumansFarm,train,2021,33,57
ISMN_SCAN_YoumansFarm,train,2022,26,42
ISMN_SD_DEM_Demokeya,train,2016,18,10
ISMN_SD_DEM_Demokeya,train,2017,40,21
ISMN_SD_DEM_Demokeya,train,2018,51,27
ISMN_SD_DEM_Demokeya,train,2019,53,30
ISMN_SD_DEM_Demokeya,train,2020,43,25
ISMN_SMOSMANIA_Barnas,train,2019,6,57
ISMN_SMOSMANIA_Barnas,train,2020,27,177
ISMN_SMOSMANIA_Barnas,train,2021,24,174
ISMN_SMOSMANIA_Barnas,train,2022,30,85
ISMN_SMOSMANIA_Barnas,train,2023,9,43
ISMN_SMOSMANIA_Berzeme,train,2017,0,131
ISMN_SMOSMANIA_Berzeme,train,2018,0,237
ISMN_SMOSMANIA_Berzeme,train,2019,2,240
ISMN_SMOSMANIA_Berzeme,train,2020,62,238
ISMN_SMOSMANIA_Berzeme,train,2021,69,232
ISMN_SMOSMANIA_Berzeme,train,2022,74,115
ISMN_SMOSMANIA_Berzeme,train,2023,33,58
ISMN_SMOSMANIA_CabrieresdAvignon,train,2016,0,146
ISMN_SMOSMANIA_CabrieresdAvignon,train,2017,0,239
ISMN_SMOSMANIA_CabrieresdAvignon,train,2018,0,237
ISMN_SMOSMANIA_CabrieresdAvignon,train,2019,0,240
ISMN_SMOSMANIA_CabrieresdAvignon,train,2020,67,238
ISMN_SMOSMANIA_CabrieresdAvignon,train,2021,86,232
ISMN_SMOSMANIA_CabrieresdAvignon,train,2022,91,115
ISMN_SMOSMANIA_CabrieresdAvignon,train,2023,40,58
ISMN_SMOSMANIA_Condom,train,2018,0,137
ISMN_SMOSMANIA_Condom,train,2019,0,195
ISMN_SMOSMANIA_Condom,train,2020,0,240
ISMN_SMOSMANIA_Condom,train,2021,0,232
ISMN_SMOSMANIA_Condom,train,2022,40,120
ISMN_SMOSMANIA_Condom,train,2023,59,115
ISMN_SMOSMANIA_Condom,train,2024,40,103
ISMN_SMOSMANIA_CreondArmagnac,train,2017,0,43
ISMN_SMOSMANIA_CreondArmagnac,train,2018,0,117
ISMN_SMOSMANIA_CreondArmagnac,train,2019,0,113
ISMN_SMOSMANIA_CreondArmagnac,train,2020,0,120
ISMN_SMOSMANIA_CreondArmagnac,train,2021,0,116
ISMN_SMOSMANIA_CreondArmagnac,train,2022,35,59
ISMN_SMOSMANIA_CreondArmagnac,train,2023,50,59
ISMN_SMOSMANIA_CreondArmagnac,train,2024,38,53
ISMN_SMOSMANIA_LaGrandCombe,train,2016,11,68
ISMN_SMOSMANIA_LaGrandCombe,train,2017,26,121
ISMN_SMOSMANIA_LaGrandCombe,train,2018,31,118
ISMN_SMOSMANIA_LaGrandCombe,train,2019,33,122
ISMN_SMOSMANIA_LaGrandCombe,train,2020,31,119
ISMN_SMOSMANIA_LaGrandCombe,train,2021,32,118
ISMN_SMOSMANIA_LaGrandCombe,train,2022,35,57
ISMN_SMOSMANIA_LaGrandCombe,train,2023,15,28
ISMN_SMOSMANIA_Lahas,train,2016,6,148
ISMN_SMOSMANIA_Lahas,train,2017,25,235
ISMN_SMOSMANIA_Lahas,train,2018,27,209
ISMN_SMOSMANIA_Lahas,train,2019,27,195
ISMN_SMOSMANIA_Lahas,train,2020,31,240
ISMN_SMOSMANIA_Lahas,train,2021,24,232
ISMN_SMOSMANIA_Lahas,train,2022,29,120
ISMN_SMOSMANIA_Lahas,train,2023,10,41
ISMN_SMOSMANIA_LezignanCorbieres,train,2017,22,151
ISMN_SMOSMANIA_LezignanCorbieres,train,2018,35,209
ISMN_SMOSMANIA_LezignanCorbieres,train,2019,30,204
ISMN_SMOSMANIA_LezignanCorbieres,train,2020,28,239
ISMN_SMOSMANIA_LezignanCorbieres,train,2021,27,234
ISMN_SMOSMANIA_LezignanCorbieres,train,2022,27,118
ISMN_SMOSMANIA_LezignanCorbieres,train,2023,42,113
ISMN_SMOSMANIA_LezignanCorbieres,train,2024,29,114
ISMN_SMOSMANIA_Mazan-Abbaye,val,2017,4,41
ISMN_SMOSMANIA_Mazan-Abbaye,val,2018,27,178
ISMN_SMOSMANIA_Mazan-Abbaye,val,2019,24,181
ISMN_SMOSMANIA_Mazan-Abbaye,val,2020,26,177
ISMN_SMOSMANIA_Mazan-Abbaye,val,2021,19,174
ISMN_SMOSMANIA_Mazan-Abbaye,val,2022,25,85
ISMN_SMOSMANIA_Mazan-Abbaye,val,2023,0,4
ISMN_SMOSMANIA_Mejannes-le-Clap,val,2016,23,92
ISMN_SMOSMANIA_Mejannes-le-Clap,val,2017,59,239
ISMN_SMOSMANIA_Mejannes-le-Clap,val,2018,68,235
ISMN_SMOSMANIA_Mejannes-le-Clap,val,2019,77,240
ISMN_SMOSMANIA_Mejannes-le-Clap,val,2020,70,238
ISMN_SMOSMANIA_Mejannes-le-Clap,val,2021,69,232
ISMN_SMOSMANIA_Mejannes-le-Clap,val,2022,71,85
ISMN_SMOSMANIA_Montaut,train,2016,20,76
ISMN_SMOSMANIA_Montaut,train,2017,44,119
ISMN_SMOSMANIA_Montaut,train,2018,57,93
ISMN_SMOSMANIA_Montaut,train,2019,48,82
ISMN_SMOSMANIA_Montaut,train,2020,56,120
ISMN_SMOSMANIA_Montaut,train,2021,47,116
ISMN_SMOSMANIA_Montaut,train,2022,63,61
ISMN_SMOSMANIA_Montaut,train,2023,56,57
ISMN_SMOSMANIA_Montaut,train,2024,49,54
ISMN_SMOSMANIA_Mouthoumet,train,2016,25,149
ISMN_SMOSMANIA_Mouthoumet,train,2017,47,240
ISMN_SMOSMANIA_Mouthoumet,train,2018,50,210
ISMN_SMOSMANIA_Mouthoumet,train,2019,53,201
ISMN_SMOSMANIA_Mouthoumet,train,2020,57,237
ISMN_SMOSMANIA_Mouthoumet,train,2021,44,234
ISMN_SMOSMANIA_Mouthoumet,train,2022,61,118
ISMN_SMOSMANIA_Mouthoumet,train,2023,56,113
ISMN_SMOSMANIA_Mouthoumet,train,2024,53,114
ISMN_SMOSMANIA_Narbonne,train,2017,14,89
ISMN_SMOSMANIA_Narbonne,train,2018,37,210
ISMN_SMOSMANIA_Narbonne,train,2019,34,203
ISMN_SMOSMANIA_Narbonne,train,2020,27,239
ISMN_SMOSMANIA_Narbonne,train,2021,29,234
ISMN_SMOSMANIA_Narbonne,train,2022,30,118
ISMN_SMOSMANIA_Narbonne,train,2023,37,113
ISMN_SMOSMANIA_Narbonne,train,2024,32,114
ISMN_SMOSMANIA_PeyrusseGrande,train,2016,22,148
ISMN_SMOSMANIA_PeyrusseGrande,train,2017,41,235
ISMN_SMOSMANIA_PeyrusseGrande,train,2018,48,210
ISMN_SMOSMANIA_PeyrusseGrande,train,2019,52,195
ISMN_SMOSMANIA_PeyrusseGrande,train,2020,52,240
ISMN_SMOSMANIA_PeyrusseGrande,train,2021,48,232
ISMN_SMOSMANIA_PeyrusseGrande,train,2022,43,120
ISMN_SMOSMANIA_PeyrusseGrande,train,2023,56,116
ISMN_SMOSMANIA_PeyrusseGrande,train,2024,45,108
ISMN_SMOSMANIA_Pezenas,train,2016,10,46
ISMN_SMOSMANIA_Pezenas,train,2017,30,121
ISMN_SMOSMANIA_Pezenas,train,2018,37,116
ISMN_SMOSMANIA_Pezenas,train,2019,35,122
ISMN_SMOSMANIA_Pezenas,train,2020,36,119
ISMN_SMOSMANIA_Pezenas,train,2021,26,118
ISMN_SMOSMANIA_Pezenas,train,2022,33,57
ISMN_SMOSMANIA_Pezenas,train,2023,20,28
ISMN_SMOSMANIA_Prades-le-Lez,train,2016,16,73
ISMN_SMOSMANIA_Prades-le-Lez,train,2017,29,121
ISMN_SMOSMANIA_Prades-le-Lez,train,2018,34,108
ISMN_SMOSMANIA_Sabres,train,2016,13,92
ISMN_SMOSMANIA_Sabres,train,2017,15,175
ISMN_SMOSMANIA_Sabres,train,2018,23,177
ISMN_SMOSMANIA_Sabres,train,2019,25,162
ISMN_SMOSMANIA_Sabres,train,2020,19,174
ISMN_SMOSMANIA_Sabres,train,2021,27,174
ISMN_SMOSMANIA_Sabres,train,2022,21,90
ISMN_SMOSMANIA_Sabres,train,2023,15,65
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2016,19,73
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2017,40,119
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2018,49,92
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2019,51,82
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2020,57,120
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2021,51,116
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2022,61,61
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2023,61,57
ISMN_SMOSMANIA_SaintFelixdeLauragais,oos,2024,48,54
ISMN_SMOSMANIA_Savenes,train,2016,7,148
ISMN_SMOSMANIA_Savenes,train,2017,25,235
ISMN_SMOSMANIA_Savenes,train,2018,33,209
ISMN_SMOSMANIA_Savenes,train,2019,28,195
ISMN_SMOSMANIA_Savenes,train,2020,6,50
ISMN_SMOSMANIA_Urgons,train,2018,7,15
ISMN_SMOSMANIA_Urgons,train,2019,55,113
ISMN_SMOSMANIA_Urgons,train,2020,56,120
ISMN_SMOSMANIA_Urgons,train,2021,47,116
ISMN_SMOSMANIA_Urgons,train,2022,55,59
ISMN_SMOSMANIA_Urgons,train,2023,55,59
ISMN_SMOSMANIA_Urgons,train,2024,44,54
ISMN_SMOSMANIA_Villevielle,train,2016,20,73
ISMN_SMOSMANIA_Villevielle,train,2017,32,121
ISMN_SMOSMANIA_Villevielle,train,2018,39,117
ISMN_SMOSMANIA_Villevielle,train,2019,38,122
ISMN_SMOSMANIA_Villevielle,train,2020,34,119
ISMN_SMOSMANIA_Villevielle,train,2021,37,118
ISMN_SMOSMANIA_Villevielle,train,2022,40,57
ISMN_SMOSMANIA_Villevielle,train,2023,20,28
ISMN_SNOTEL_AguaCanyon,oos,2016,9,5
ISMN_SNOTEL_AguaCanyon,oos,2017,11,75
ISMN_SNOTEL_AguaCanyon,oos,2018,40,65
ISMN_SNOTEL_AguaCanyon,oos,2019,47,77
ISMN_SNOTEL_AguaCanyon,oos,2020,38,68
ISMN_SNOTEL_AmericanCreek,oos,2020,19,57
ISMN_SNOTEL_AmericanCreek,oos,2021,50,111
ISMN_SNOTEL_AmericanCreek,oos,2022,47,78
ISMN_SNOTEL_AmericanCreek,oos,2023,41,68
ISMN_SNOTEL_AmericanCreek,oos,2024,47,68
ISMN_SNOTEL_AmericanCreek,oos,2025,48,108
ISMN_SNOTEL_AnchorRiverDivide,train,2016,5,9
ISMN_SNOTEL_AnchorRiverDivide,train,2017,9,65
ISMN_SNOTEL_AnchorRiverDivide,train,2018,28,70
ISMN_SNOTEL_AnchorRiverDivide,train,2019,28,68
ISMN_SNOTEL_AnchorRiverDivide,train,2020,30,75
ISMN_SNOTEL_AnchorRiverDivide,train,2021,37,78
ISMN_SNOTEL_AnchorRiverDivide,train,2022,37,25
ISMN_SNOTEL_AnchorRiverDivide,train,2023,27,24
ISMN_SNOTEL_AnchorRiverDivide,train,2024,29,25
ISMN_SNOTEL_AnchorRiverDivide,train,2025,18,60
ISMN_SNOTEL_Aniak,train,2017,5,33
ISMN_SNOTEL_Aniak,train,2018,23,25
ISMN_SNOTEL_Aniak,train,2019,27,27
ISMN_SNOTEL_Aniak,train,2020,39,50
ISMN_SNOTEL_Aniak,train,2021,31,57
ISMN_SNOTEL_Aniak,train,2022,14,11
ISMN_SNOTEL_ArapahoRidge,train,2017,6,22
ISMN_SNOTEL_ArapahoRidge,train,2018,35,49
ISMN_SNOTEL_ArapahoRidge,train,2019,32,51
ISMN_SNOTEL_ArapahoRidge,train,2020,32,56
ISMN_SNOTEL_ArapahoRidge,train,2021,33,61
ISMN_SNOTEL_ArapahoRidge,train,2022,34,39
ISMN_SNOTEL_ArapahoRidge,train,2023,30,57
ISMN_SNOTEL_ArapahoRidge,train,2024,34,58
ISMN_SNOTEL_ArapahoRidge,train,2025,32,62
ISMN_SNOTEL_AtigunPass,train,2016,15,8
ISMN_SNOTEL_AtigunPass,train,2017,26,59
ISMN_SNOTEL_AtigunPass,train,2018,69,83
ISMN_SNOTEL_AtigunPass,train,2019,84,82
ISMN_SNOTEL_AtigunPass,train,2020,88,86
ISMN_SNOTEL_AtigunPass,train,2021,75,87
ISMN_SNOTEL_AtigunPass,train,2022,74,58
ISMN_SNOTEL_AtigunPass,train,2023,56,82
ISMN_SNOTEL_AtigunPass,train,2024,63,76
ISMN_SNOTEL_AtigunPass,train,2025,65,105
ISMN_SNOTEL_AtlantaSummit,train,2016,16,3
ISMN_SNOTEL_AtlantaSummit,train,2017,17,31
ISMN_SNOTEL_AtlantaSummit,train,2018,31,32
ISMN_SNOTEL_AtlantaSummit,train,2019,28,51
ISMN_SNOTEL_AtlantaSummit,train,2020,35,116
ISMN_SNOTEL_AtlantaSummit,train,2021,30,116
ISMN_SNOTEL_AtlantaSummit,train,2022,36,58
ISMN_SNOTEL_AtlantaSummit,train,2023,31,59
ISMN_SNOTEL_AtlantaSummit,train,2024,21,32
ISMN_SNOTEL_Atwater,oos,2022,28,21
ISMN_SNOTEL_Atwater,oos,2023,70,57
ISMN_SNOTEL_Atwater,oos,2024,63,53
ISMN_SNOTEL_Atwater,oos,2025,71,101
ISMN_SNOTEL_BakerButte,train,2016,25,3
ISMN_SNOTEL_BakerButte,train,2017,52,48
ISMN_SNOTEL_BakerButte,train,2018,92,36
ISMN_SNOTEL_BakerButte,train,2019,77,47
ISMN_SNOTEL_BakerButte,train,2020,111,61
ISMN_SNOTEL_BakerButte,train,2021,80,59
ISMN_SNOTEL_BakerButte,train,2022,84,29
ISMN_SNOTEL_BakerButte,train,2023,94,29
ISMN_SNOTEL_BakerButte,train,2024,86,27
ISMN_SNOTEL_BakerButte,train,2025,86,39
ISMN_SNOTEL_BakerButteSmt,train,2016,34,3
ISMN_SNOTEL_BakerButteSmt,train,2017,53,48
ISMN_SNOTEL_BakerButteSmt,train,2018,93,36
ISMN_SNOTEL_BakerButteSmt,train,2019,80,47
ISMN_SNOTEL_BakerButteSmt,train,2020,110,61
ISMN_SNOTEL_BakerButteSmt,train,2021,79,59
ISMN_SNOTEL_BakerButteSmt,train,2022,87,29
ISMN_SNOTEL_BakerButteSmt,train,2023,50,15
ISMN_SNOTEL_Baldy,train,2016,6,2
ISMN_SNOTEL_Baldy,train,2017,18,55
ISMN_SNOTEL_Baldy,train,2018,37,45
ISMN_SNOTEL_Baldy,train,2019,40,48
ISMN_SNOTEL_Baldy,train,2020,25,25
ISMN_SNOTEL_BannerSummit,train,2016,25,3
ISMN_SNOTEL_BannerSummit,train,2017,45,12
ISMN_SNOTEL_BannerSummit,train,2018,54,2
ISMN_SNOTEL_BannerSummit,train,2019,59,27
ISMN_SNOTEL_BannerSummit,train,2020,68,116
ISMN_SNOTEL_BannerSummit,train,2021,63,116
ISMN_SNOTEL_BannerSummit,train,2022,62,58
ISMN_SNOTEL_BannerSummit,train,2023,55,59
ISMN_SNOTEL_BannerSummit,train,2024,55,56
ISMN_SNOTEL_BannerSummit,train,2025,66,76
ISMN_SNOTEL_BarM,train,2016,23,3
ISMN_SNOTEL_BarM,train,2017,37,48
ISMN_SNOTEL_BarM,train,2018,96,36
ISMN_SNOTEL_BarM,train,2019,86,47
ISMN_SNOTEL_BarM,train,2020,114,61
ISMN_SNOTEL_BarM,train,2021,88,59
ISMN_SNOTEL_BarM,train,2022,94,29
ISMN_SNOTEL_BarM,train,2023,95,29
ISMN_SNOTEL_BarM,train,2024,88,27
ISMN_SNOTEL_BarM,train,2025,88,39
ISMN_SNOTEL_BearCanyon,train,2020,65,73
ISMN_SNOTEL_BearCanyon,train,2021,70,93
ISMN_SNOTEL_BearCanyon,train,2022,68,48
ISMN_SNOTEL_BearCanyon,train,2023,64,57
ISMN_SNOTEL_BearCanyon,train,2024,17,21
ISMN_SNOTEL_BearCreek,train,2019,6,17
ISMN_SNOTEL_BearCreek,train,2020,39,116
ISMN_SNOTEL_BearCreek,train,2021,35,124
ISMN_SNOTEL_BearCreek,train,2022,36,79
ISMN_SNOTEL_BearCreek,train,2023,32,85
ISMN_SNOTEL_BearCreek,train,2024,37,75
ISMN_SNOTEL_BearCreek,train,2025,38,107
ISMN_SNOTEL_BearRiverRS,train,2016,0,5
ISMN_SNOTEL_BearRiverRS,train,2017,0,80
ISMN_SNOTEL_BearRiverRS,train,2018,0,59
ISMN_SNOTEL_BearRiverRS,train,2019,1,66
ISMN_SNOTEL_BearRiverRS,train,2020,24,89
ISMN_SNOTEL_BearRiverRS,train,2021,34,85
ISMN_SNOTEL_BearRiverRS,train,2022,39,59
ISMN_SNOTEL_BearRiverRS,train,2023,27,57
ISMN_SNOTEL_BearRiverRS,train,2024,31,53
